Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
AddInteger/ExMemory 19/ExMemory 9,1.5669277157792867e-6,1.4826942822865504e-6,1.7884792542353928e-6,4.3397024155848333e-7,1.6109764059757184e-7,8.626864738068797e-7
AddInteger/ExMemory 19/ExMemory 11,1.5524117052651371e-6,1.5136359456167652e-6,1.6064854058656792e-6,1.403100668215445e-7,1.0856891252630007e-7,2.0056294534164487e-7
AddInteger/ExMemory 19/ExMemory 13,1.5534151885697866e-6,1.5087874089541154e-6,1.6227003740397392e-6,1.703368115083256e-7,1.306268460687442e-7,2.3538430873957964e-7
AddInteger/ExMemory 19/ExMemory 15,1.4668373767353135e-6,1.4556558119221665e-6,1.4846947010544931e-6,4.928378133492206e-8,3.172768409604717e-8,7.310683176255743e-8
AddInteger/ExMemory 19/ExMemory 17,1.359933795955133e-6,1.3103117357759301e-6,1.4444150106112623e-6,2.0697446534974925e-7,1.8337326200720106e-7,2.53194078412363e-7
AddInteger/ExMemory 19/ExMemory 19,1.4639355933849616e-6,1.4029109172193018e-6,1.5107145267546523e-6,1.72334851848963e-7,1.38653451431818e-7,2.1220763396854777e-7
AddInteger/ExMemory 19/ExMemory 21,1.3540140410730078e-6,1.2971834657805164e-6,1.4188619237364305e-6,2.0080078134480072e-7,1.7449326140498836e-7,2.5123335815831073e-7
AddInteger/ExMemory 19/ExMemory 23,1.52512023865446e-6,1.4910800893456253e-6,1.5726780326990052e-6,1.409485525870181e-7,1.0667784088058855e-7,1.792093780570078e-7
AddInteger/ExMemory 19/ExMemory 25,1.3437120700543663e-6,1.2909646797707404e-6,1.3981243631814526e-6,1.7086451510086829e-7,1.4737682368901456e-7,2.389801318060878e-7
AddInteger/ExMemory 19/ExMemory 27,1.6245688390698938e-6,1.5734494328389802e-6,1.6856137551976143e-6,1.869965910096019e-7,1.5098859114343627e-7,2.475479382822565e-7
AddInteger/ExMemory 19/ExMemory 29,1.5305088955737898e-6,1.4629574505452258e-6,1.6249863936409094e-6,2.2664749873181003e-7,1.919398769308132e-7,2.7615598066465456e-7
AddInteger/ExMemory 19/ExMemory 31,1.425703097348569e-6,1.3545345701445578e-6,1.505414239309751e-6,2.550568719334987e-7,2.1501140440057573e-7,3.2570054814944863e-7
AddInteger/ExMemory 21/ExMemory 1,1.477240732831758e-6,1.437685610924011e-6,1.523824156245701e-6,1.4232770209308885e-7,9.258409829282014e-8,2.162677199016292e-7
AddInteger/ExMemory 21/ExMemory 3,1.464267634743588e-6,1.4244894657849339e-6,1.5249262540116835e-6,1.5364248188203872e-7,1.0969895662850208e-7,2.18406005984484e-7
AddInteger/ExMemory 21/ExMemory 5,1.5069849803092978e-6,1.47382114439124e-6,1.5917272525441663e-6,1.7470926861593417e-7,9.245274222444296e-8,3.0155939970637614e-7
AddInteger/ExMemory 21/ExMemory 7,1.3503942964536428e-6,1.2933560216249e-6,1.413051158024049e-6,2.0656049460433483e-7,1.8660923403568209e-7,2.456100558538261e-7
AddInteger/ExMemory 21/ExMemory 9,1.5609676740282433e-6,1.5206640016261059e-6,1.6280374989870096e-6,1.7077536194090315e-7,1.1233193322075079e-7,2.744368681008848e-7
AddInteger/ExMemory 21/ExMemory 11,1.1681007402276973e-6,1.1571794434475758e-6,1.1987245859828426e-6,5.499385749248626e-8,1.1869802931038733e-8,1.0821365068300555e-7
AddInteger/ExMemory 21/ExMemory 13,1.1583414603169024e-6,1.1565901758576608e-6,1.1609053458343946e-6,7.496623828822389e-9,5.974454983235283e-9,9.671584668777173e-9
AddInteger/ExMemory 21/ExMemory 15,1.1755166264458076e-6,1.1595384464241932e-6,1.2238650822315615e-6,7.785509225756966e-8,2.997846872370298e-8,1.5771193896801063e-7
AddInteger/ExMemory 21/ExMemory 17,1.4503591437829967e-6,1.413647727498387e-6,1.5067302586756203e-6,1.4186832386171022e-7,9.313325858490242e-8,2.152610843839847e-7
AddInteger/ExMemory 21/ExMemory 19,1.2049391250201321e-6,1.1866724293638013e-6,1.250436783814449e-6,8.528733369581478e-8,5.847127653898535e-8,1.3189580039873175e-7
AddInteger/ExMemory 21/ExMemory 21,1.1511084939089374e-6,1.1485028864547048e-6,1.1572376513763768e-6,1.255256298966582e-8,7.437719369209684e-9,2.1940235438047167e-8
AddInteger/ExMemory 21/ExMemory 23,1.2775971549985723e-6,1.226944325991974e-6,1.3428588302148967e-6,1.912493168660935e-7,1.534624750751995e-7,2.3346172798991557e-7
AddInteger/ExMemory 21/ExMemory 25,1.6389209097232213e-6,1.5874391963065924e-6,1.7061174995905786e-6,2.04165722415e-7,1.694733836595578e-7,2.424225504387131e-7
AddInteger/ExMemory 21/ExMemory 27,1.2986605297361733e-6,1.2462079629631177e-6,1.3603337715530832e-6,1.7680928406263706e-7,1.4302539448581286e-7,2.2363553695506984e-7
AddInteger/ExMemory 21/ExMemory 29,1.1815225980169257e-6,1.1688018182346772e-6,1.207691016376928e-6,5.935271237563105e-8,4.1232718108353565e-8,8.021225132903755e-8
AddInteger/ExMemory 21/ExMemory 31,1.3835577537167423e-6,1.3240845658744622e-6,1.4678825662344312e-6,2.085310059364772e-7,1.5607529266293444e-7,3.221124019349272e-7
AddInteger/ExMemory 23/ExMemory 1,1.4902300833636826e-6,1.4340521408021792e-6,1.53800688547127e-6,1.6430814620854882e-7,1.2975841531408915e-7,2.143567357110599e-7
AddInteger/ExMemory 23/ExMemory 3,1.7018275893771094e-6,1.6245270253476646e-6,1.812505412812181e-6,2.92687686756241e-7,2.1633782802546054e-7,4.129452119879989e-7
AddInteger/ExMemory 23/ExMemory 5,1.5239760159862596e-6,1.4634864155496395e-6,1.590710982660471e-6,1.88914774356805e-7,1.535468658686682e-7,2.388871488162368e-7
AddInteger/ExMemory 23/ExMemory 7,1.4278907942449964e-6,1.3654161465379627e-6,1.518944518290571e-6,2.6009477294093814e-7,1.7245366497871723e-7,3.6224314652242305e-7
AddInteger/ExMemory 23/ExMemory 9,1.1716703273624774e-6,1.1700418929546613e-6,1.1738247403878187e-6,6.610788169814272e-9,5.0076180011520135e-9,9.964217955087505e-9
AddInteger/ExMemory 23/ExMemory 11,1.6461902676760176e-6,1.5843442444934331e-6,1.7317752182615752e-6,2.535837952411634e-7,1.8591298124696282e-7,3.798415161068595e-7
AddInteger/ExMemory 23/ExMemory 13,1.1924033324769924e-6,1.1709027215539419e-6,1.2222861708958718e-6,8.42412989233115e-8,4.4631520763472325e-8,1.206002660398115e-7
AddInteger/ExMemory 23/ExMemory 15,1.4182032489157506e-6,1.2794538778925742e-6,1.9253401431566156e-6,8.247049265295237e-7,1.4928031711450833e-7,1.7302033946122483e-6
AddInteger/ExMemory 23/ExMemory 17,1.6053182495813663e-6,1.5561670894019976e-6,1.6650948549212302e-6,1.7375821242216452e-7,1.3714355942632456e-7,2.259570370539414e-7
AddInteger/ExMemory 23/ExMemory 19,1.5642512028403003e-6,1.5213008617375476e-6,1.6119868456005445e-6,1.5393705985446964e-7,1.2441596116225261e-7,1.865014609574096e-7
AddInteger/ExMemory 23/ExMemory 21,1.4793780609116082e-6,1.4213486895224052e-6,1.550853366312133e-6,2.121300085625291e-7,1.7168058473461128e-7,2.641122523749082e-7
AddInteger/ExMemory 23/ExMemory 23,1.6317550674038259e-6,1.574088756071253e-6,1.720247814533004e-6,2.111040850445157e-7,1.625163900208602e-7,3.030276935593532e-7
AddInteger/ExMemory 23/ExMemory 25,1.4966848027846186e-6,1.468823372540188e-6,1.5446800494038733e-6,1.2098686337607668e-7,7.954647525108514e-8,1.71727405811044e-7
AddInteger/ExMemory 23/ExMemory 27,1.385962759475122e-6,1.3389995206173989e-6,1.4364686746297864e-6,1.603472662515406e-7,1.375362700568549e-7,1.9339876297972053e-7
AddInteger/ExMemory 23/ExMemory 29,1.5992370571300777e-6,1.5576656594696755e-6,1.646134674507845e-6,1.4811586900738579e-7,1.303123976049229e-7,1.760759238392873e-7
AddInteger/ExMemory 23/ExMemory 31,1.457737337391154e-6,1.3978789419473165e-6,1.5460890376119318e-6,2.448062471974346e-7,1.8855556790108392e-7,3.364682276869571e-7
AddInteger/ExMemory 25/ExMemory 1,1.551387808748915e-6,1.5132199218766555e-6,1.6030236817077161e-6,1.4787485218173254e-7,1.2017758782162528e-7,1.8019873575552494e-7
AddInteger/ExMemory 25/ExMemory 3,1.6273521812874878e-6,1.566789092926582e-6,1.6938001896527201e-6,1.9847374512152406e-7,1.5346243827901006e-7,2.5605421919112883e-7
AddInteger/ExMemory 25/ExMemory 5,1.6889815216526372e-6,1.6289054833950463e-6,1.7604716229667372e-6,2.2784718830276108e-7,1.9252263387201889e-7,2.8149047699487137e-7
AddInteger/ExMemory 25/ExMemory 7,1.6472546437345965e-6,1.583024372732471e-6,1.8139289187899897e-6,3.2719719752935267e-7,1.4918437798881463e-7,5.786745012370857e-7
AddInteger/ExMemory 25/ExMemory 9,1.4704042381930063e-6,1.4149966654523648e-6,1.5455090640083387e-6,1.9255606824401463e-7,1.4025928949417422e-7,2.866956715683575e-7
AddInteger/ExMemory 25/ExMemory 11,1.6091530911235185e-6,1.5407396683445468e-6,1.895461463756001e-6,3.9747495619881986e-7,1.435346221629117e-7,8.449933746164758e-7
AddInteger/ExMemory 25/ExMemory 13,1.252315986710061e-6,1.2109913297023181e-6,1.3167648020322894e-6,1.6652029695372808e-7,1.1441936716690066e-7,2.3210553743264033e-7
AddInteger/ExMemory 25/ExMemory 15,1.5960464775305084e-6,1.5501294545672085e-6,1.6533958774121481e-6,1.6086515033110898e-7,1.230230183187952e-7,2.0674884411143095e-7
AddInteger/ExMemory 25/ExMemory 17,1.4431916987494115e-6,1.3990613617919724e-6,1.5038244391091177e-6,1.6279984820088218e-7,1.281191988908316e-7,2.369776670519188e-7
AddInteger/ExMemory 25/ExMemory 19,1.408843754546819e-6,1.3373797412144236e-6,1.4904902661275155e-6,2.3846159437184073e-7,2.0816795112648192e-7,2.82028516864355e-7
AddInteger/ExMemory 25/ExMemory 21,1.651569406113277e-6,1.6002868489657587e-6,1.7124698028902706e-6,1.9618538194057438e-7,1.6793349815569377e-7,2.322628358650329e-7
AddInteger/ExMemory 25/ExMemory 23,1.5527448782622214e-6,1.5156913064326214e-6,1.5945313822829328e-6,1.365950819135306e-7,1.0845083223689199e-7,1.863401106113727e-7
AddInteger/ExMemory 25/ExMemory 25,1.4765991182831976e-6,1.414159868606486e-6,1.5430849950358134e-6,2.1489012560927757e-7,1.751494738590274e-7,2.779681111202549e-7
AddInteger/ExMemory 25/ExMemory 27,1.330237276197291e-6,1.2917382569700223e-6,1.3710016720190373e-6,1.337960947709154e-7,1.1973833110199263e-7,1.527578372438695e-7
AddInteger/ExMemory 25/ExMemory 29,1.4270828985431595e-6,1.3492625533101531e-6,1.5228010317562963e-6,2.9190118383264653e-7,2.359700297738427e-7,3.5733593132917437e-7
AddInteger/ExMemory 25/ExMemory 31,1.1806129028663177e-6,1.1658072097252238e-6,1.2155818526917037e-6,7.216602807717024e-8,2.6825774293782888e-8,1.3277900270909753e-7
AddInteger/ExMemory 27/ExMemory 1,1.2187833845592911e-6,1.1868716789480924e-6,1.2842357237837037e-6,1.6360436878151373e-7,1.1412435133962129e-7,2.6725492828282774e-7
AddInteger/ExMemory 27/ExMemory 3,1.5068191568889098e-6,1.481101093606606e-6,1.5511384552456058e-6,1.0823931122121762e-7,8.548392272313901e-8,1.8514141483746565e-7
AddInteger/ExMemory 27/ExMemory 5,1.5316194144078442e-6,1.4878931105814851e-6,1.5990517605427054e-6,2.1094513684909188e-7,1.4709659036976784e-7,3.364570886342153e-7
AddInteger/ExMemory 27/ExMemory 7,1.588041985888732e-6,1.5402569033926476e-6,1.6604094890356334e-6,1.8217453576241084e-7,1.4230328722718947e-7,2.2789361630182338e-7
AddInteger/ExMemory 27/ExMemory 9,1.4715027171437769e-6,1.387100971594112e-6,1.5742463340277452e-6,2.8397043814992327e-7,2.2906205471422596e-7,3.644031761080493e-7
AddInteger/ExMemory 27/ExMemory 11,1.1793117374911436e-6,1.1658688656236299e-6,1.2140137364946605e-6,6.63030214214792e-8,1.1007900454765626e-8,1.1596782125317232e-7
AddInteger/ExMemory 27/ExMemory 13,1.2973018253919605e-6,1.2448155314094441e-6,1.3805611620178418e-6,1.990123267652221e-7,1.3611797484675447e-7,3.5675636761850767e-7
AddInteger/ExMemory 27/ExMemory 15,1.1769843341490956e-6,1.1694872912948597e-6,1.2015892155206902e-6,3.849772167797644e-8,1.3932115309836925e-8,8.256268142856896e-8
AddInteger/ExMemory 27/ExMemory 17,1.386734968497766e-6,1.2944420970938758e-6,1.5715931512050209e-6,4.170117956503277e-7,2.1429861079249294e-7,7.577260524076591e-7
AddInteger/ExMemory 27/ExMemory 19,1.241400907882738e-6,1.211884112517856e-6,1.2805785739615626e-6,1.2088832138623042e-7,1.0203329843884983e-7,1.338786588246499e-7
AddInteger/ExMemory 27/ExMemory 21,1.7291547758702445e-6,1.5922881639977463e-6,2.1992222587580607e-6,7.987314462832463e-7,2.0294165957610684e-7,1.665747794832802e-6
AddInteger/ExMemory 27/ExMemory 23,1.5340593932637644e-6,1.5031955469978378e-6,1.573922377027519e-6,1.128411825126047e-7,8.941603421337444e-8,1.4871622541449593e-7
AddInteger/ExMemory 27/ExMemory 25,1.3408344702870112e-6,1.2853372158113735e-6,1.4112068858109714e-6,1.9968698591428475e-7,1.6909819035344715e-7,2.530312298130844e-7
AddInteger/ExMemory 27/ExMemory 27,1.216907204056948e-6,1.2028020088968775e-6,1.2332118743421007e-6,4.9656336564024634e-8,3.327993675959031e-8,6.521885924815381e-8
AddInteger/ExMemory 27/ExMemory 29,1.6339959735596104e-6,1.584414124835372e-6,1.6927933336528263e-6,1.7039683934195677e-7,1.3500963697534824e-7,2.1432842475878314e-7
AddInteger/ExMemory 27/ExMemory 31,1.2401925230146953e-6,1.1954319660592548e-6,1.3244723314718116e-6,1.999135934167063e-7,1.248655582803759e-7,2.8349165929050264e-7
AddInteger/ExMemory 29/ExMemory 1,1.3577384039934655e-6,1.293794649437886e-6,1.425699503684522e-6,1.93864690085829e-7,1.621850858256157e-7,2.368754002722361e-7
AddInteger/ExMemory 29/ExMemory 3,1.6042346014556532e-6,1.5563942550649137e-6,1.671806524955884e-6,1.6830407977148628e-7,1.3191339541103883e-7,2.379185676281596e-7
AddInteger/ExMemory 29/ExMemory 5,1.6266635300066726e-6,1.57720130470501e-6,1.700980074627586e-6,1.8440830581513555e-7,1.3900482582020958e-7,2.5678535027181905e-7
AddInteger/ExMemory 29/ExMemory 7,1.586283901723525e-6,1.543829574284721e-6,1.6470950244250043e-6,1.5668353333485717e-7,1.2686120090970708e-7,1.9797520793349495e-7
AddInteger/ExMemory 29/ExMemory 9,1.602966784866958e-6,1.548680107680187e-6,1.67390903328504e-6,2.3037337741864276e-7,1.8871294910584836e-7,3.0714148172673067e-7
AddInteger/ExMemory 29/ExMemory 11,1.577404308523978e-6,1.53131048003787e-6,1.6588959318563097e-6,2.1317839422675906e-7,1.7336851848615482e-7,2.843797781322446e-7
AddInteger/ExMemory 29/ExMemory 13,1.6550309554732394e-6,1.5920218329091092e-6,1.7526120000699334e-6,2.492443612987119e-7,1.9575183363471865e-7,3.6241358246326815e-7
AddInteger/ExMemory 29/ExMemory 15,1.464491590172321e-6,1.4208522581712161e-6,1.5180805464758708e-6,1.6779023694528089e-7,1.1456468092007146e-7,2.293762182034233e-7
AddInteger/ExMemory 29/ExMemory 17,1.6164086140065302e-6,1.5601928782895556e-6,1.815907340383663e-6,3.279320064934201e-7,1.5607354132502483e-7,6.710708894458253e-7
AddInteger/ExMemory 29/ExMemory 19,1.580249772329145e-6,1.5413583714748944e-6,1.625548094285843e-6,1.4140136030115006e-7,1.2089583538292606e-7,1.6760590966391055e-7
AddInteger/ExMemory 29/ExMemory 21,1.6197248722210734e-6,1.5743745382353152e-6,1.677430415544966e-6,1.7646791420236053e-7,1.497997337988498e-7,2.3774906428381458e-7
AddInteger/ExMemory 29/ExMemory 23,1.2667771617364847e-6,1.2188780012714842e-6,1.3534731170849306e-6,1.9914564533091805e-7,1.5891775619671785e-7,2.660260309235823e-7
AddInteger/ExMemory 29/ExMemory 25,1.6136819298359795e-6,1.565071869452044e-6,1.679224160636596e-6,1.92688475326569e-7,1.51521019524601e-7,2.510417776723147e-7
AddInteger/ExMemory 29/ExMemory 27,1.59746658890941e-6,1.545261354964401e-6,1.6699039342566628e-6,2.0331468914558347e-7,1.5834965558296747e-7,2.5949733974600505e-7
AddInteger/ExMemory 29/ExMemory 29,1.1644589928482105e-6,1.1577616852729276e-6,1.1789055728020328e-6,3.2085415229074584e-8,6.3512891968970086e-9,6.121823583331468e-8
AddInteger/ExMemory 29/ExMemory 31,1.2268633433767003e-6,1.1931918603211182e-6,1.2732781139872663e-6,1.4344510109529583e-7,9.83057695269778e-8,1.977682243248238e-7
AddInteger/ExMemory 31/ExMemory 1,1.5019898172752656e-6,1.4403508642255897e-6,1.5633865343273333e-6,2.0232515051283983e-7,1.6762684307420467e-7,2.8174364768322093e-7
AddInteger/ExMemory 31/ExMemory 3,1.2687292803951402e-6,1.2185994872550922e-6,1.3576300277375852e-6,1.9173987521930656e-7,1.2516677654930897e-7,2.823457509528359e-7
AddInteger/ExMemory 31/ExMemory 5,1.4730618119001686e-6,1.4205346745986793e-6,1.5249236065891996e-6,1.748346973326862e-7,1.4718409345957935e-7,2.1807548628877205e-7
AddInteger/ExMemory 31/ExMemory 7,1.5853998216355811e-6,1.5347128850741522e-6,1.673401463646584e-6,2.2161594286656825e-7,1.522671541944184e-7,3.4247025667152163e-7
AddInteger/ExMemory 31/ExMemory 9,1.4665451447378723e-6,1.416136985018786e-6,1.5267205058632586e-6,1.6160338055100414e-7,1.20017121757602e-7,2.166918166918434e-7
AddInteger/ExMemory 31/ExMemory 11,1.4366883750571711e-6,1.3790394798038826e-6,1.5021687524973457e-6,2.0390373672038182e-7,1.7238167723956086e-7,2.6088348458750425e-7
AddInteger/ExMemory 31/ExMemory 13,1.179000798276755e-6,1.1720449765079994e-6,1.1935772894939182e-6,3.4252420959401135e-8,1.600554629247769e-8,6.44015767615748e-8
AddInteger/ExMemory 31/ExMemory 15,1.6820005123225121e-6,1.6027509030361152e-6,1.8142345772024702e-6,3.518885770746901e-7,1.808953508657068e-7,6.735659768588129e-7
AddInteger/ExMemory 31/ExMemory 17,1.5724634925228153e-6,1.5345821771406425e-6,1.6300921396060513e-6,1.5441343962446329e-7,1.179692076045087e-7,2.1215271690863475e-7
AddInteger/ExMemory 31/ExMemory 19,1.6123741953022678e-6,1.5409593628838223e-6,1.7353639037030608e-6,3.1359723013977405e-7,1.985008388881877e-7,5.335570827171666e-7
AddInteger/ExMemory 31/ExMemory 21,1.6229164156013528e-6,1.578607141188149e-6,1.69973721261091e-6,1.8815085462061382e-7,1.5866097905644926e-7,2.392727931598257e-7
AddInteger/ExMemory 31/ExMemory 23,1.5523753917158427e-6,1.4327295111504266e-6,1.8886920389685237e-6,6.916659197914921e-7,1.540608432229866e-7,1.3126898286631435e-6
AddInteger/ExMemory 31/ExMemory 25,1.420797286205866e-6,1.3531119003118354e-6,1.4868322234211374e-6,2.296390364269157e-7,2.0282770802229417e-7,2.6339366950340926e-7
AddInteger/ExMemory 31/ExMemory 27,1.4875190456312387e-6,1.4480507317272069e-6,1.552779029018489e-6,1.45977207794052e-7,1.0012044847554509e-7,2.4853209714387e-7
AddInteger/ExMemory 31/ExMemory 29,1.5937790843999067e-6,1.5567063069340758e-6,1.6432767525613365e-6,1.5382966670103234e-7,1.231605611587406e-7,2.0547734326791468e-7
AddInteger/ExMemory 31/ExMemory 31,1.4337058324536498e-6,1.3783609934557652e-6,1.5261400624177992e-6,2.08041869047582e-7,1.6335092617438343e-7,3.0089925801661366e-7
MultiplyInteger/ExMemory 1/ExMemory 1,1.207154555324739e-6,1.1955707641167873e-6,1.2287127327315862e-6,5.0422208273561605e-8,3.434314495231122e-8,6.747541391768545e-8
MultiplyInteger/ExMemory 1/ExMemory 3,1.4765553743693592e-6,1.4188830733725304e-6,1.5310491847548787e-6,1.6185893117972664e-7,1.2106715794500776e-7,2.0432193773950638e-7
MultiplyInteger/ExMemory 1/ExMemory 5,1.1980870254916485e-6,1.178162378638101e-6,1.2435051450692822e-6,9.958368799571317e-8,5.35117415174148e-8,1.50201383088069e-7
MultiplyInteger/ExMemory 1/ExMemory 7,1.593403469148687e-6,1.538134211260559e-6,1.6770639911377027e-6,2.100641421043618e-7,1.72185215440003e-7,2.561080003365579e-7
MultiplyInteger/ExMemory 1/ExMemory 9,1.5336863465332427e-6,1.4944940837584177e-6,1.5808502671870722e-6,1.4434199984887475e-7,1.192203760498414e-7,1.8515591373010457e-7
MultiplyInteger/ExMemory 1/ExMemory 11,1.587361677009518e-6,1.5385398311067568e-6,1.6453125947225724e-6,1.9510986741059438e-7,1.363027692541508e-7,3.133874221390236e-7
MultiplyInteger/ExMemory 1/ExMemory 13,1.4707102218798772e-6,1.4037040964367285e-6,1.5431567487935205e-6,2.169161296746961e-7,1.84435234922779e-7,2.657015641667228e-7
MultiplyInteger/ExMemory 1/ExMemory 15,1.5575940813961441e-6,1.4853199073497322e-6,1.826072558871872e-6,4.297080146965124e-7,8.172766768635396e-8,8.949876021698531e-7
MultiplyInteger/ExMemory 1/ExMemory 17,1.7250778220604121e-6,1.6561666778975255e-6,1.7976349905810435e-6,2.2225961280355877e-7,1.912601688975238e-7,2.5931124256275394e-7
MultiplyInteger/ExMemory 1/ExMemory 19,1.5485240670125027e-6,1.5054797520666942e-6,1.6671593625637073e-6,2.4742111557937117e-7,1.0550924037034604e-7,4.42485078142817e-7
MultiplyInteger/ExMemory 1/ExMemory 21,1.5859013513027233e-6,1.5473835703077515e-6,1.6361443044092385e-6,1.516106165903918e-7,1.248169417185852e-7,2.0418160439710984e-7
MultiplyInteger/ExMemory 1/ExMemory 23,1.6420053669626223e-6,1.5843821231211243e-6,1.704475738608535e-6,1.9161698155935062e-7,1.5900381087808026e-7,2.405322970030394e-7
MultiplyInteger/ExMemory 1/ExMemory 25,1.4011127812239442e-6,1.3612552174127592e-6,1.4355281686425016e-6,1.2673617671140392e-7,1.0021178840476365e-7,1.9061304008669832e-7
MultiplyInteger/ExMemory 1/ExMemory 27,1.3942362564472393e-6,1.322006390507961e-6,1.4614908594159274e-6,2.154805861492645e-7,1.9340874159268157e-7,2.422981418048075e-7
