Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
MultiplyInteger/ExMemory 25/ExMemory 17,1.8889784967789363e-6,1.844806069754941e-6,1.9478927683010207e-6,1.8673112316910282e-7,1.5839469201181328e-7,2.2479822983363994e-7
MultiplyInteger/ExMemory 25/ExMemory 19,1.7564071472105133e-6,1.6600224366478515e-6,1.9450155510128666e-6,4.283036966532379e-7,1.8046815294625872e-7,8.852205249441834e-7
MultiplyInteger/ExMemory 25/ExMemory 21,1.9081525977531856e-6,1.8732440964874855e-6,1.977693962477382e-6,1.5948004725539013e-7,1.1800394027575094e-7,2.307612977076016e-7
MultiplyInteger/ExMemory 25/ExMemory 23,1.9008860437474134e-6,1.7416497140053508e-6,2.357824816936488e-6,9.320814776686104e-7,1.1900468917934346e-7,1.7963960169146618e-6
MultiplyInteger/ExMemory 25/ExMemory 25,1.870820440356366e-6,1.8624770651975877e-6,1.8851582372365983e-6,3.6038681517751156e-8,2.2806209095114428e-8,5.5126447910214875e-8
MultiplyInteger/ExMemory 25/ExMemory 27,1.8400401593460312e-6,1.8054755030122666e-6,1.8825586559552262e-6,1.3364441112590058e-7,1.0118620603903849e-7,1.9884099994555963e-7
MultiplyInteger/ExMemory 25/ExMemory 29,1.9588053534023225e-6,1.940388592215453e-6,2.0126703421725745e-6,1.0145720939175652e-7,3.030045080801773e-8,1.8675449683544184e-7
MultiplyInteger/ExMemory 25/ExMemory 31,1.9239890605795694e-6,1.8871345243190235e-6,1.9717770261627678e-6,1.331314172179442e-7,9.830966080768626e-8,1.9612516950246012e-7
MultiplyInteger/ExMemory 27/ExMemory 1,1.6470675950521378e-6,1.5951166380366212e-6,1.6985927720694243e-6,1.8368406396054117e-7,1.54553072027431e-7,2.1859214279070024e-7
MultiplyInteger/ExMemory 27/ExMemory 3,1.6804316402380764e-6,1.624311460968027e-6,1.764446934892775e-6,2.138152176470434e-7,1.6347285234812121e-7,2.7568661943181175e-7
MultiplyInteger/ExMemory 27/ExMemory 5,1.5761010942147955e-6,1.5584334586416904e-6,1.6156594934400444e-6,9.070369408518686e-8,5.573847363161916e-8,1.4049149429085897e-7
MultiplyInteger/ExMemory 27/ExMemory 7,1.6859898523122408e-6,1.6320619038996083e-6,1.7464581627431047e-6,1.65394553675626e-7,1.2453532663897647e-7,2.3861304083737064e-7
MultiplyInteger/ExMemory 27/ExMemory 9,1.6722769994693051e-6,1.6423177127993285e-6,1.7190832414476115e-6,1.3604714261678121e-7,9.60388366570774e-8,1.880855691234574e-7
MultiplyInteger/ExMemory 27/ExMemory 11,1.7867491609030335e-6,1.730926704881395e-6,1.884147343437488e-6,2.515582889707898e-7,1.2046091338436885e-7,4.259695805382311e-7
MultiplyInteger/ExMemory 27/ExMemory 13,1.871861042534591e-6,1.7973691071239432e-6,1.922606623568774e-6,1.898682836939592e-7,1.5447444518263143e-7,2.3127138111824187e-7
MultiplyInteger/ExMemory 27/ExMemory 15,1.8102481857918357e-6,1.7544578834678948e-6,1.9859227730988325e-6,2.791238225047648e-7,6.891135937525561e-8,5.535485523171829e-7
MultiplyInteger/ExMemory 27/ExMemory 17,1.8045185224013974e-6,1.7814505058729686e-6,1.8415531043018014e-6,9.383520973364742e-8,4.673844404680053e-8,1.5412342766292898e-7
MultiplyInteger/ExMemory 27/ExMemory 19,1.9498371066417063e-6,1.8835968361114757e-6,2.2256906753485815e-6,4.211869306986364e-7,1.1742985220908527e-7,8.569140681525489e-7
MultiplyInteger/ExMemory 27/ExMemory 21,2.0594357140978775e-6,2.016812188444818e-6,2.1241628904654596e-6,1.7855577966830317e-7,1.346114937398933e-7,2.3146285884750276e-7
MultiplyInteger/ExMemory 27/ExMemory 23,1.9381619476031523e-6,1.9053354832313377e-6,1.9998146417486356e-6,1.5550640609949988e-7,9.783526162429932e-8,2.2877273556462284e-7
MultiplyInteger/ExMemory 27/ExMemory 25,1.9451449074205334e-6,1.911732220607844e-6,1.9937144038463497e-6,1.3394063705638365e-7,8.449337200397989e-8,1.8320088109310048e-7
MultiplyInteger/ExMemory 27/ExMemory 27,1.979778047776893e-6,1.9602232942650674e-6,2.0389915366572816e-6,1.0504126580848326e-7,3.6732938234839516e-8,2.0343791085040466e-7
MultiplyInteger/ExMemory 27/ExMemory 29,1.9904606509146643e-6,1.972115876163855e-6,2.0574585125994033e-6,9.965334874985915e-8,2.1149332721199135e-8,2.012622238676711e-7
MultiplyInteger/ExMemory 27/ExMemory 31,2.1280501771253833e-6,2.0957653361481155e-6,2.176916162726486e-6,1.5736390316818704e-7,1.2655167088501123e-7,2.0111184536644684e-7
MultiplyInteger/ExMemory 29/ExMemory 1,1.630735214540415e-6,1.5806955555509878e-6,1.6888463930359803e-6,2.0919893417971235e-7,1.689736141805206e-7,2.530165596750401e-7
MultiplyInteger/ExMemory 29/ExMemory 3,1.3892967027796907e-6,1.3404782315241588e-6,1.455082307725742e-6,1.9281655193744708e-7,1.4903554752193644e-7,2.547941908190132e-7
MultiplyInteger/ExMemory 29/ExMemory 5,1.5399869364686048e-6,1.5005170654418224e-6,1.5927067815904346e-6,1.7112320602113498e-7,1.2888814458672162e-7,2.5390876681288333e-7
MultiplyInteger/ExMemory 29/ExMemory 7,1.6091194101205178e-6,1.5954578950901851e-6,1.656805560117163e-6,7.903989376046964e-8,3.4344880765318205e-8,1.6428625161434651e-7
MultiplyInteger/ExMemory 29/ExMemory 9,1.6089993967088638e-6,1.577102856710613e-6,1.6418415656460462e-6,1.0526961577924545e-7,7.848411756073265e-8,1.4298282477342393e-7
MultiplyInteger/ExMemory 29/ExMemory 11,1.7008799468857635e-6,1.6854755621883086e-6,1.7277599377755968e-6,6.706487570147596e-8,4.229772558309672e-8,1.030258163831979e-7
MultiplyInteger/ExMemory 29/ExMemory 13,1.6849204339525557e-6,1.6420286583593034e-6,1.745745444663664e-6,1.6691940545747114e-7,1.235544159069395e-7,2.5886832263891334e-7
MultiplyInteger/ExMemory 29/ExMemory 15,1.7937743046474246e-6,1.7732334145971285e-6,1.8311164741358372e-6,9.826826145923928e-8,6.299382875663838e-8,1.4901932469230663e-7
MultiplyInteger/ExMemory 29/ExMemory 17,1.8520818916046154e-6,1.8042990289673162e-6,1.934971437677795e-6,2.1199448766546128e-7,1.4777971264446415e-7,2.98887790955972e-7
MultiplyInteger/ExMemory 29/ExMemory 19,1.9833494644709728e-6,1.935005851533387e-6,2.0530359220747004e-6,1.8976783375134997e-7,1.4754011412941737e-7,2.3543466024247014e-7
MultiplyInteger/ExMemory 29/ExMemory 21,1.9896408526564886e-6,1.9641756958258374e-6,2.0381956539692844e-6,1.2709850803321413e-7,4.990692102036388e-8,2.2072970472300454e-7
MultiplyInteger/ExMemory 29/ExMemory 23,2.0461033221859802e-6,2.0248178439362726e-6,2.07304194269575e-6,8.598352621640825e-8,6.733978742986777e-8,1.0511257986084119e-7
MultiplyInteger/ExMemory 29/ExMemory 25,2.044182983176288e-6,1.9812236909859874e-6,2.164516469922865e-6,2.803492414651986e-7,1.479681380101469e-7,4.626566432083499e-7
MultiplyInteger/ExMemory 29/ExMemory 27,1.9780825023817264e-6,1.9667599421173116e-6,2.0099265655360886e-6,5.5442694492818834e-8,2.0936300815284736e-8,1.0620460083920592e-7
MultiplyInteger/ExMemory 29/ExMemory 29,1.9464173950120704e-6,1.9001056665416933e-6,2.0824226708911075e-6,2.420157144667265e-7,1.3741143115011575e-7,4.393819541301105e-7
MultiplyInteger/ExMemory 29/ExMemory 31,2.143623322735758e-6,2.097134404830187e-6,2.1920742647160994e-6,1.6296699524052931e-7,1.2657797657103298e-7,1.9830671388662813e-7
MultiplyInteger/ExMemory 31/ExMemory 1,1.5182241431969207e-6,1.4374528157361968e-6,1.6558780595136925e-6,3.870233675448167e-7,2.3590098024368312e-7,7.089874692999614e-7
MultiplyInteger/ExMemory 31/ExMemory 3,1.5845968749449844e-6,1.5491830409173564e-6,1.6282428906472112e-6,1.2318030820954325e-7,9.366631200041402e-8,1.6684097183976327e-7
MultiplyInteger/ExMemory 31/ExMemory 5,1.5035521137255965e-6,1.4173081098992107e-6,1.7952012568131958e-6,4.7668283617910355e-7,1.1037859754078062e-7,8.99540802079303e-7
MultiplyInteger/ExMemory 31/ExMemory 7,1.7381106082753904e-6,1.6809379877790204e-6,1.8047369740352903e-6,2.331516356595772e-7,1.7222332914166144e-7,2.959206682491111e-7
MultiplyInteger/ExMemory 31/ExMemory 9,1.7608668661324783e-6,1.7160726109102808e-6,1.829199018000372e-6,1.8763421215909746e-7,1.2815688168111184e-7,2.8517560050030027e-7
MultiplyInteger/ExMemory 31/ExMemory 11,1.8178860141805684e-6,1.779780524625994e-6,1.8785648771461872e-6,1.6405521910466817e-7,1.371134913955737e-7,2.1298552600458353e-7
MultiplyInteger/ExMemory 31/ExMemory 13,1.774924411121406e-6,1.7359804674233134e-6,1.858290196506405e-6,1.7461199477041647e-7,9.806375126616533e-8,3.0105167523237756e-7
MultiplyInteger/ExMemory 31/ExMemory 15,1.8297555833365988e-6,1.8061304386816591e-6,1.8779017208567424e-6,1.0934508972335474e-7,6.873391907516495e-8,1.7313915205517323e-7
MultiplyInteger/ExMemory 31/ExMemory 17,1.9283986577609525e-6,1.8694468595122363e-6,1.994876349947944e-6,1.9642291771413623e-7,1.293128530101126e-7,2.677724379258072e-7
MultiplyInteger/ExMemory 31/ExMemory 19,1.9765286263539254e-6,1.9224313365143105e-6,2.0386972928938603e-6,2.056735927265392e-7,1.6457899207166624e-7,2.8014966965276535e-7
MultiplyInteger/ExMemory 31/ExMemory 21,2.116905008361089e-6,2.0617939906774615e-6,2.190086500942536e-6,2.188322380601814e-7,1.5818732209434718e-7,3.09434795670222e-7
MultiplyInteger/ExMemory 31/ExMemory 23,2.0932992886936915e-6,2.0586169655536475e-6,2.137655469448007e-6,1.322584638025731e-7,8.626474642190825e-8,1.828578705628303e-7
MultiplyInteger/ExMemory 31/ExMemory 25,2.146528710711324e-6,2.091003299740548e-6,2.2765716238284944e-6,3.129433636815711e-7,1.9522467582581296e-7,5.523233359584673e-7
MultiplyInteger/ExMemory 31/ExMemory 27,2.1479971535798916e-6,2.08883995528428e-6,2.2531463307015167e-6,2.390912002168762e-7,1.4245178335377736e-7,4.0636973738863836e-7
MultiplyInteger/ExMemory 31/ExMemory 29,2.0532056904623857e-6,2.034025350104864e-6,2.099568831668461e-6,8.708321318859519e-8,4.404822030110773e-8,1.6640378064605104e-7
MultiplyInteger/ExMemory 31/ExMemory 31,2.1684022918149853e-6,2.1189177088603513e-6,2.232824082645946e-6,1.8713183747136415e-7,1.3651188889018064e-7,2.448285935735472e-7
DivideInteger/ExMemory 1/ExMemory 1,1.5897739302473462e-6,1.5503433901501631e-6,1.6481172274972652e-6,1.7623411337392706e-7,1.3927065049288734e-7,2.3057599176074685e-7
DivideInteger/ExMemory 1/ExMemory 3,1.411767775624425e-6,1.3582884933484506e-6,1.476436210828413e-6,1.9186348273199256e-7,1.4245097955027764e-7,2.4929835711052495e-7
DivideInteger/ExMemory 1/ExMemory 5,1.439274228443827e-6,1.3627673916622655e-6,1.5096572322129576e-6,2.460554764011826e-7,2.0412577077423793e-7,3.0739590384367523e-7
DivideInteger/ExMemory 1/ExMemory 7,1.4114382369638663e-6,1.3570789358517687e-6,1.4906447278599482e-6,1.9413804013585802e-7,1.5860394698159792e-7,2.3469646403931293e-7
DivideInteger/ExMemory 1/ExMemory 9,1.3530625128170723e-6,1.293469346282368e-6,1.4295917524848425e-6,2.1642925827841324e-7,1.852322653394465e-7,2.636371698964089e-7
DivideInteger/ExMemory 1/ExMemory 11,1.5441008205172131e-6,1.5002238295686778e-6,1.6110326246329313e-6,1.767308308119035e-7,1.3647010402590445e-7,2.370271371425129e-7
DivideInteger/ExMemory 1/ExMemory 13,1.1658986904780805e-6,1.164105824211268e-6,1.1681383706909842e-6,6.562759214329821e-9,4.972651833180705e-9,8.497895711003326e-9
DivideInteger/ExMemory 1/ExMemory 15,1.2859967088198698e-6,1.2373786857188018e-6,1.3413101746198338e-6,1.6708420544731306e-7,1.340679497126268e-7,1.9924104221086072e-7
DivideInteger/ExMemory 1/ExMemory 17,1.483439804508032e-6,1.464198027500028e-6,1.5139478792397696e-6,8.570134592285264e-8,5.4773790937964056e-8,1.2625877964654328e-7
DivideInteger/ExMemory 1/ExMemory 19,1.5723124929247628e-6,1.5195713244655257e-6,1.6390945368617645e-6,1.8512662771723106e-7,1.3109399873759241e-7,2.321193578109696e-7
DivideInteger/ExMemory 1/ExMemory 21,1.4258114051272368e-6,1.4060736657532978e-6,1.436661700887977e-6,5.3679133668412744e-8,1.545836774122893e-8,8.517847556882291e-8
DivideInteger/ExMemory 1/ExMemory 23,1.6586455709567688e-6,1.5990209833368896e-6,1.7393164968297833e-6,2.2744127441269062e-7,1.9000601389162315e-7,2.70373764258153e-7
DivideInteger/ExMemory 1/ExMemory 25,1.4545536255812696e-6,1.39258170177156e-6,1.5174945008394637e-6,1.9880799811960953e-7,1.608635728792339e-7,2.645028564463985e-7
DivideInteger/ExMemory 1/ExMemory 27,1.345535425052446e-6,1.287917167144545e-6,1.4610496585976275e-6,2.5700599997878563e-7,1.7021541258157325e-7,4.278577481408876e-7
DivideInteger/ExMemory 1/ExMemory 29,1.1772234302489517e-6,1.175129628929125e-6,1.1817442843128927e-6,9.412211459974002e-9,5.625071107988962e-9,1.626246380237326e-8
DivideInteger/ExMemory 1/ExMemory 31,1.5958178073722372e-6,1.541696962969413e-6,1.6577975680710859e-6,2.133698639776828e-7,1.597410970576172e-7,2.7093644244857226e-7
DivideInteger/ExMemory 3/ExMemory 1,1.6013121094503268e-6,1.5537381957102757e-6,1.670825571414672e-6,1.8691452021246613e-7,1.4730192716161667e-7,2.356325557418588e-7
DivideInteger/ExMemory 3/ExMemory 3,1.5986281682482951e-6,1.5653481104668684e-6,1.6622405761937183e-6,1.5613194271794188e-7,1.0446017163041869e-7,2.3712277605309788e-7
DivideInteger/ExMemory 3/ExMemory 5,1.4798228759449985e-6,1.4619422248958409e-6,1.5213270806263984e-6,8.28900403923463e-8,3.700894853583009e-8,1.5491911867600282e-7
DivideInteger/ExMemory 3/ExMemory 7,1.6969701742389535e-6,1.6338407230240762e-6,1.816086539981623e-6,2.8174994512637033e-7,1.9626187621641317e-7,5.051314085094249e-7
DivideInteger/ExMemory 3/ExMemory 9,1.210384790016134e-6,1.2073841038317428e-6,1.2190771623125063e-6,1.7862925759179466e-8,8.163715089153132e-9,3.206206451714813e-8
DivideInteger/ExMemory 3/ExMemory 11,1.4793123911422083e-6,1.4140972820293796e-6,1.663229008834753e-6,3.3091889581072627e-7,1.8214234440336034e-7,6.669964388189407e-7
DivideInteger/ExMemory 3/ExMemory 13,1.6034107304677127e-6,1.5498360242755637e-6,1.673178264940721e-6,2.0589118474930944e-7,1.6482296736887264e-7,2.494485374353483e-7
DivideInteger/ExMemory 3/ExMemory 15,1.4202140247466666e-6,1.3127893791355033e-6,1.770629888883769e-6,5.800721210940839e-7,1.7037000035822898e-7,1.1768666192286792e-6
DivideInteger/ExMemory 3/ExMemory 17,1.4021174418703498e-6,1.335639599026192e-6,1.487998154738212e-6,2.26496372256704e-7,1.726118624191695e-7,2.995538841755514e-7
DivideInteger/ExMemory 3/ExMemory 19,1.335749732845984e-6,1.299974971199032e-6,1.3892098281843172e-6,1.4686963970385564e-7,1.3531820042489746e-7,1.769725210463084e-7
DivideInteger/ExMemory 3/ExMemory 21,1.5080702807633937e-6,1.4841758604442684e-6,1.5410477707725186e-6,9.863027582650176e-8,7.197216589111161e-8,1.3526374693366442e-7
DivideInteger/ExMemory 3/ExMemory 23,1.536671517782249e-6,1.495206787616798e-6,1.6082511886127691e-6,1.7020680404536122e-7,9.865702888782881e-8,2.5523337823527146e-7
DivideInteger/ExMemory 3/ExMemory 25,1.618154353735247e-6,1.5606015158643063e-6,1.6855123088447607e-6,2.1288613122847675e-7,1.6932272274671972e-7,2.6147563330230894e-7
DivideInteger/ExMemory 3/ExMemory 27,1.5507162910566938e-6,1.5121562165780239e-6,1.5995577093239093e-6,1.482642784830563e-7,1.1157368809563806e-7,1.8166734679021386e-7
DivideInteger/ExMemory 3/ExMemory 29,1.5878035833207109e-6,1.5419716637399053e-6,1.641794439780454e-6,1.6707265982367886e-7,1.330377397488185e-7,2.1636234038075031e-7
DivideInteger/ExMemory 3/ExMemory 31,1.6626939153145635e-6,1.598615567274045e-6,1.7604207731171158e-6,2.386761071282613e-7,1.8800720428081225e-7,3.5695882543950926e-7
DivideInteger/ExMemory 5/ExMemory 1,1.5443774983456948e-6,1.4778782099577695e-6,1.6382146274689145e-6,2.600887352281194e-7,2.0110786381656087e-7,3.638442784938714e-7
DivideInteger/ExMemory 5/ExMemory 3,1.5651110512416714e-6,1.5406754733908938e-6,1.640101255411432e-6,1.5574528022647033e-7,1.6449027812795064e-8,2.9943216099380245e-7
DivideInteger/ExMemory 5/ExMemory 5,1.5354703315087278e-6,1.504264023141702e-6,1.5671728421708874e-6,1.0483953719705461e-7,7.012507843100223e-8,1.820339924092232e-7
DivideInteger/ExMemory 5/ExMemory 7,1.5684701313389829e-6,1.52504922763521e-6,1.6223855336244366e-6,1.510314299756403e-7,1.217859105725059e-7,1.8259012499126508e-7
DivideInteger/ExMemory 5/ExMemory 9,1.5639430637961409e-6,1.514943638967737e-6,1.6340210545042456e-6,2.052292911355263e-7,1.58771447824613e-7,2.9479155743307163e-7
DivideInteger/ExMemory 5/ExMemory 11,1.6380375365229535e-6,1.5821603659698792e-6,1.7189786052811486e-6,2.4303732070404415e-7,2.0421579902007126e-7,2.884807242468214e-7
DivideInteger/ExMemory 5/ExMemory 13,1.6237012931371416e-6,1.575901151565809e-6,1.682400893478734e-6,1.8595730656263248e-7,1.5610221830911536e-7,2.2591045107998176e-7
DivideInteger/ExMemory 5/ExMemory 15,1.5851005744820143e-6,1.5391086782890084e-6,1.636019313025574e-6,1.6949058167601655e-7,1.3408081030606286e-7,2.184521907373086e-7
DivideInteger/ExMemory 5/ExMemory 17,1.6107323296366204e-6,1.5539014296182301e-6,1.6764391095690914e-6,2.0150653959615584e-7,1.641975581716727e-7,2.466351764830332e-7
DivideInteger/ExMemory 5/ExMemory 19,1.5633087183175783e-6,1.5185452629910101e-6,1.6144264859152578e-6,1.5321024730864174e-7,1.3133805969118922e-7,1.8666078288143636e-7
DivideInteger/ExMemory 5/ExMemory 21,1.6341598742734407e-6,1.5713346335190798e-6,1.7021283446293178e-6,2.0134610594438003e-7,1.632972567455317e-7,2.5044011077387946e-7
DivideInteger/ExMemory 5/ExMemory 23,1.5310504182922585e-6,1.5058423237201065e-6,1.5753032925278723e-6,1.033598392440859e-7,8.721560370302471e-8,1.2796324342882732e-7
DivideInteger/ExMemory 5/ExMemory 25,1.6290663789587939e-6,1.57601298848386e-6,1.6955562867356614e-6,2.1739035452710074e-7,1.8152403799305392e-7,2.5514847641576266e-7
DivideInteger/ExMemory 5/ExMemory 27,1.5095710745772873e-6,1.4869921750354079e-6,1.5459055727821974e-6,1.0238670047452579e-7,7.69659206246723e-8,1.3948761842227975e-7
DivideInteger/ExMemory 5/ExMemory 29,1.581160141889554e-6,1.539617306454158e-6,1.6346210915456664e-6,1.6721322815280385e-7,1.3048261780214566e-7,2.1256779356105392e-7
DivideInteger/ExMemory 5/ExMemory 31,1.4370704263256758e-6,1.385547907072698e-6,1.4933560950968473e-6,1.70888485452916e-7,1.3682073192297777e-7,2.1879163663861035e-7
DivideInteger/ExMemory 7/ExMemory 1,1.4089538640187996e-6,1.3727327617552717e-6,1.4781815523097804e-6,1.750027840952929e-7,1.1508917318432239e-7,3.220024566064837e-7
DivideInteger/ExMemory 7/ExMemory 3,1.6297681584688327e-6,1.5973870787019608e-6,1.6631386168852323e-6,1.1402454858304301e-7,9.224001006134797e-8,1.4224622419575692e-7
DivideInteger/ExMemory 7/ExMemory 5,1.867211168938818e-6,1.7642965808203521e-6,2.0305327799193156e-6,3.686608505310083e-7,2.2459523080514388e-7,5.46698589673198e-7
DivideInteger/ExMemory 7/ExMemory 7,1.6430914195556224e-6,1.5994011993439563e-6,1.7097965637486205e-6,2.0305396035213563e-7,1.488419287506968e-7,2.6072245184571196e-7
DivideInteger/ExMemory 7/ExMemory 9,1.337200579711929e-6,1.2915275718475067e-6,1.410274922615278e-6,1.9972816891902485e-7,1.523494203457074e-7,3.0033669062293795e-7
DivideInteger/ExMemory 7/ExMemory 11,1.5723310111610448e-6,1.5337579841813816e-6,1.6388625553034526e-6,1.6017520549839958e-7,1.2923399888179324e-7,2.0697723982146474e-7
DivideInteger/ExMemory 7/ExMemory 13,1.6318797207238897e-6,1.576592148940582e-6,1.7352379733306341e-6,2.919579423974972e-7,1.7311062483660855e-7,5.512398285154464e-7
DivideInteger/ExMemory 7/ExMemory 15,1.3007577784649176e-6,1.2601010727160352e-6,1.3608961013778045e-6,1.541691070105101e-7,1.2237049336967296e-7,2.0576730813921884e-7
DivideInteger/ExMemory 7/ExMemory 17,1.654081647527248e-6,1.593382729720914e-6,1.7205368102963817e-6,2.0932873221835772e-7,1.619954656920315e-7,2.781891445868231e-7
DivideInteger/ExMemory 7/ExMemory 19,1.4972330499127171e-6,1.477901309344939e-6,1.5298282307991312e-6,8.598603159405445e-8,5.715692827340137e-8,1.1765373618464846e-7
DivideInteger/ExMemory 7/ExMemory 21,1.565779804299986e-6,1.526883107609536e-6,1.6274200717613034e-6,1.6918272828892832e-7,1.238149085626687e-7,2.3348159527615777e-7
DivideInteger/ExMemory 7/ExMemory 23,1.592920007915272e-6,1.5557647874985209e-6,1.6474196810427117e-6,1.4863861516508584e-7,1.2162761045521498e-7,1.8561043372469411e-7
DivideInteger/ExMemory 7/ExMemory 25,1.6745734888632996e-6,1.629708865996182e-6,1.7444995795469322e-6,1.988728153724359e-7,1.7276142030561172e-7,2.3897300352330195e-7
DivideInteger/ExMemory 7/ExMemory 27,1.6318573687743591e-6,1.5839182818689649e-6,1.692731937784727e-6,1.956388803145248e-7,1.645761158588622e-7,2.4150624417399076e-7
DivideInteger/ExMemory 7/ExMemory 29,1.6104496601785006e-6,1.5666353805928025e-6,1.658301451019264e-6,1.7289958129035795e-7,1.430762643079211e-7,2.1663689717405694e-7
DivideInteger/ExMemory 7/ExMemory 31,1.5870517849997325e-6,1.5440131130215053e-6,1.6427004694065947e-6,1.5930445103771838e-7,1.2923417285360528e-7,2.0591669852624835e-7
DivideInteger/ExMemory 9/ExMemory 1,1.7081031764087007e-6,1.6564554327640346e-6,1.7716197058365004e-6,2.0461603734281479e-7,1.7230619228858308e-7,2.5245414128576605e-7
DivideInteger/ExMemory 9/ExMemory 3,1.6633451890826752e-6,1.6203180060135102e-6,1.7403238013968124e-6,1.8652957248759483e-7,1.2943598632646772e-7,2.461202666808169e-7
DivideInteger/ExMemory 9/ExMemory 5,1.5821177543363586e-6,1.563211465928135e-6,1.6039157999713857e-6,6.32358690655664e-8,2.845632721343752e-8,9.576381285226462e-8
DivideInteger/ExMemory 9/ExMemory 7,1.5847853702913962e-6,1.534277359058222e-6,1.6573587581972351e-6,1.918790207649467e-7,1.2831147422192283e-7,2.6251674451907136e-7
DivideInteger/ExMemory 9/ExMemory 9,1.6089340093079583e-6,1.5783504990906953e-6,1.6564931326635955e-6,1.1759789500905693e-7,8.331718841852634e-8,1.7594903988842582e-7
DivideInteger/ExMemory 9/ExMemory 11,1.577939432758841e-6,1.5407963117235849e-6,1.6302113676598187e-6,1.4475117086063956e-7,1.1432657023065213e-7,1.9402886093437906e-7
DivideInteger/ExMemory 9/ExMemory 13,1.6343945047753834e-6,1.5794143609442957e-6,1.7038131619334372e-6,2.0265242925688837e-7,1.701255438087229e-7,2.372094506863504e-7
DivideInteger/ExMemory 9/ExMemory 15,1.6086936119683509e-6,1.5418820505399773e-6,1.6756501598763327e-6,2.3470339693043942e-7,1.818245035722465e-7,3.162672993982345e-7
DivideInteger/ExMemory 9/ExMemory 17,1.5825357722598338e-6,1.5254230303523208e-6,1.6405342682262861e-6,1.8802577841948699e-7,1.4223405568854563e-7,2.4057458358945906e-7
DivideInteger/ExMemory 9/ExMemory 19,1.4162704749325898e-6,1.356407159542434e-6,1.4850740770362552e-6,2.0255607741161375e-7,1.558717515693814e-7,2.4691991925227644e-7
DivideInteger/ExMemory 9/ExMemory 21,1.213989953676172e-6,1.2099343787158344e-6,1.2231649064808375e-6,1.865690289320137e-8,1.0084508255628513e-8,3.2544171028670724e-8
DivideInteger/ExMemory 9/ExMemory 23,1.3173935301143318e-6,1.2614892442956641e-6,1.3920986928851578e-6,2.0914164941242892e-7,1.4055755009162852e-7,2.931697475784216e-7
DivideInteger/ExMemory 9/ExMemory 25,1.5586777758719628e-6,1.5152246217233208e-6,1.6309570274628205e-6,1.7077734441148747e-7,1.2297796682636107e-7,2.637148041685547e-7
DivideInteger/ExMemory 9/ExMemory 27,1.4310486870151569e-6,1.3711590366332716e-6,1.528853704580941e-6,2.7023756742532635e-7,1.943765879822245e-7,3.8447352020502423e-7
DivideInteger/ExMemory 9/ExMemory 29,1.4708001072542065e-6,1.4553738722038998e-6,1.5048814928952136e-6,7.554354712464987e-8,2.5429234036749395e-8,1.3087963315484894e-7
DivideInteger/ExMemory 9/ExMemory 31,1.6667233620108053e-6,1.6011091848163529e-6,1.7925777668518617e-6,2.8390231330484993e-7,1.6628254185296356e-7,5.116475878841979e-7
DivideInteger/ExMemory 11/ExMemory 1,1.5914465079348637e-6,1.5606715618263482e-6,1.662001490558695e-6,1.4012997316356313e-7,1.0383930076725867e-7,2.214008355560283e-7
DivideInteger/ExMemory 11/ExMemory 3,1.5534123190246022e-6,1.4831366405890483e-6,1.738207672873543e-6,3.630389667686034e-7,1.242454209014173e-7,7.29303082508663e-7
DivideInteger/ExMemory 11/ExMemory 5,1.7555273117703073e-6,1.704792140292738e-6,1.8233321417315042e-6,1.9115482128103696e-7,1.5902934283605806e-7,2.265216253549164e-7
DivideInteger/ExMemory 11/ExMemory 7,1.8408640804507204e-6,1.7381315258243857e-6,2.0915293750936058e-6,5.565113393566965e-7,2.0820504485768497e-7,1.0968372482586062e-6
DivideInteger/ExMemory 11/ExMemory 9,1.5462846032082736e-6,1.5439987587775922e-6,1.5498034680657525e-6,9.79533232158961e-9,6.894167488609788e-9,1.3654004053820274e-8
DivideInteger/ExMemory 11/ExMemory 11,1.5774841470051475e-6,1.5410226931084484e-6,1.6208917098429127e-6,1.2715031057111475e-7,9.861585318312079e-8,1.736852116798083e-7
DivideInteger/ExMemory 11/ExMemory 13,1.600581190080064e-6,1.5535661263534355e-6,1.6659242368174377e-6,1.7060428082956395e-7,1.3652574066561437e-7,2.158157433245066e-7
DivideInteger/ExMemory 11/ExMemory 15,1.6498859677228252e-6,1.5870379984960091e-6,1.7206164738718934e-6,2.0724253238640933e-7,1.7792613052994947e-7,2.4463943610250704e-7
DivideInteger/ExMemory 11/ExMemory 17,1.4903512532568492e-6,1.4619157250068172e-6,1.5219723234498722e-6,1.0360857547698759e-7,5.9358824208520314e-8,1.5149521572383016e-7
DivideInteger/ExMemory 11/ExMemory 19,1.6547211730214622e-6,1.5955908129751926e-6,1.706800888368051e-6,1.9339944774574295e-7,1.6730647248964028e-7,2.2477512106035813e-7
DivideInteger/ExMemory 11/ExMemory 21,1.5648038824834239e-6,1.5349807828427561e-6,1.6284187409314605e-6,1.3725251606379798e-7,1.0825535718543944e-7,1.734939595797513e-7
DivideInteger/ExMemory 11/ExMemory 23,1.6192533299498086e-6,1.5603861732893215e-6,1.7372903374680643e-6,2.3635402524306845e-7,1.4278397746680297e-7,3.873146879112227e-7
